"n","ID","SL","CAV","MDS1","DS1","MDS1NA","MDS2","DS2","MDS2NA","MDS3","DS3","MDS3NA","MDF","MAF","MCV","MAV","MPT","LPT","MPSP","PSP.L","PSP.R","MPSPNA","TPG","ECT","CLE","PMX","Scale_10mm","fish_id","bin","part_type"
650,"V330892_L560_1_C.jpg",3162.4113,437.2736,0,NA,0,0,NA,0,0,NA,0,10,9,17,0,5,73.5459,0,NA,NA,0,109.2016,415.3565,354.5716,76.4853,708.2351,"V330892","L0560","C"
651,"V330893_L561_1_P.jpg",NA,628.8637,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,173.6663,696.563,532.2405,222.423,710.5378,"V330893","L0561","P"
652,"V330894_L562_1_C.jpg",NA,378.5182,0,NA,0,0,NA,0,1,110.1454,0,0,9,16,12,5,135.8308,2,229.6519,206.4558,1,399.5522,327.6049,NA,NA,702.9225,"V330894","L0562","C"
653,"V330895_L563_1_P.jpg",NA,388.9158,0,NA,0,1,253.5133,0,1,120.9339,0,8,0,16,0,6,133.2216,0,NA,NA,0,178.2162,386.9884,395.1013,NA,726.2975,"V330895","L0563","P"
654,"V330896_L564_1_C.jpg",4525.7066,517.9996,0,NA,0,1,248.129,0,1,142.9405,0,8,0,17,11,6,157.1751,0,NA,NA,0,NA,534.0861,479.4163,157.8354,680.9523,"V330896","L0564","C"
655,"V330896_L565_1_P.jpg",NA,333.0758,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,5,103.4456,0,NA,NA,0,140.0071,NA,342.1184,94.8683,690.2934,"V330896","L0565","P"
656,"V330897_L566_1_P.jpg",3057.4416,351.0635,0,NA,0,1,219.1643,0,1,119.4362,0,0,0,17,11,5,150.3596,0,NA,NA,0,163.7681,388.4044,381.0118,99.363,721.8227,"V330897","L0566","P"
657,"V330898_L567_1_C.jpg",NA,505.3086,0,NA,0,0,NA,0,0,NA,0,9,8,17,0,0,166.331,2,362.7148,417.5284,0,630.2928,NA,NA,NA,678.0597,"V330898","L0567","C"
658,"V330900_L569_1_P.jpg",NA,450.4721,1,136.2351,0,1,226.4155,0,1,149.7732,0,9,6,17,13,4,138.8524,2,NA,NA,0,504.9832,485.2546,NA,NA,700.0457,"V330900","L0569","P"
659,"V330901_L570_1_C.jpg",NA,484.0444,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,5,148,0,NA,NA,0,124.2578,NA,NA,218.2476,678.2684,"V330901","L0570","C"
660,"V330902_L571_1_P.jpg",NA,NA,0,NA,0,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,177.4063,NA,NA,189.8552,682.2214,"V330902","L0571","P"
661,"V330904_L573_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,350.4868,NA,NA,NA,674.9133,"V330904","L0573","C"
662,"V330904_L573_1_P.jpg",3742.7092,417.6419,0,NA,0,1,202.7807,0,1,141.7604,0,6,8,16,12,5,116,0,NA,NA,0,241.197,474.4007,316.8091,131.9394,675.0407,"V330904","L0573","P"
663,"V330905_L574_1_P.jpg",4608.0069,565.6583,0,NA,0,1,244,0,1,142.0422,0,9,7,0,9,5,168.1904,0,NA,NA,0,196.1632,614.9341,476.8731,203.2142,688.186,"V330905","L0574","P"
664,"V330906_L575_1_P.jpg",4801.9833,536.3261,0,NA,0,0,NA,0,1,106.7333,0,8,7,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"V330906","L0575","P"
665,"V330906_L575_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,17,13,4,97.3242,0,NA,NA,0,184.6943,611.5292,564.2269,152.3155,668.778,"V330906","L0575","P"
666,"V330907_L576_1_P.jpg",4079.2548,490.0216,1,197.9899,0,1,317.5154,0,1,200.04,0,0,0,16,8,5,154.5574,2,418.2439,NA,0,627.2735,413.4731,377.0199,134.4619,712.0674,"V330907","L0576","P"
667,"V330908_L577_1_C.jpg",NA,NA,0,NA,0,1,315.3569,0,1,125.1759,0,0,0,0,0,4,121.5648,0,NA,NA,0,132.8495,372.9303,321.9938,NA,689.0668,"V330908","L0577","C"
668,"V330908_L577_1_P.jpg",NA,342.2289,0,NA,0,1,262.9677,0,1,121.6224,0,9,8,16,13,4,172.6268,0,NA,NA,0,216.9239,421.0701,345.3983,NA,669.4356,"V330908","L0577","P"
669,"V330909_L578_1_C.jpg",NA,200.9963,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,4,45.607,0,NA,NA,0,NA,191.4158,157.6325,NA,672.5385,"V330909","L0578","C"
670,"V330909_L578_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,71.1552,0,0,0,0,0,0,NA,0,NA,NA,0,68.326,NA,NA,NA,676.2958,"V330909","L0578","P"
671,"V330910_L579_1_C.jpg",NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,274.8818,121.4578,675.8254,"V330910","L0579","C"
672,"V330910_L579_1_P.jpg",NA,384.1864,0,NA,0,0,NA,0,1,81.0555,0,0,0,15,9,5,99.7246,0,NA,NA,0,122.3765,339.4775,361.7084,NA,694.0641,"V330910","L0579","P"
673,"V330911_L580_1_C.jpg",NA,487.6685,0,NA,0,1,223.6359,0,1,NA,0,0,0,0,0,4,113.565,0,NA,NA,0,189.3806,489.2484,475.4787,212.4924,684.9467,"V330911","L0580","C"
674,"V330911_L580_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,9,6,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,683.5591,"V330911","L0580","P"
675,"V330912_L581_1_P.jpg",NA,375.0017,0,NA,0,0,NA,0,1,93.0484,0,6,6,0,0,4,NA,0,NA,NA,0,135.0333,355.7879,315.3569,NA,690.0587,"V330912","L0581","P"
676,"V330913_L582_1_P.jpg",NA,457.0785,0,NA,0,0,NA,0,1,90.2497,0,8,6,0,0,5,81.2219,2,277.6256,NA,0,543.6709,396,427.3079,161.5549,673.8857,"V330913","L0582","P"
677,"V330914_L583_1_P.jpg",3544.4086,NA,0,NA,0,0,NA,0,1,NA,0,0,0,0,0,4,NA,0,NA,NA,0,NA,528.7419,388.8033,NA,663.4938,"V330914","L0583","P"
678,"V330915_L584_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,350.5382,564.5264,438.0925,86.5852,688.1061,"V330915","L0584","P"
679,"V330916_L585_1_P.jpg",4495.4181,NA,0,NA,0,0,NA,0,1,NA,0,0,0,0,0,0,NA,2,NA,NA,0,NA,NA,NA,NA,726.1763,"V330916","L0585","P"
680,"V330916_L585_1_P.jpg",NA,NA,0,NA,0,0,NA,1,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"V330916","L0585","P"
681,"V330917_L586_1_C.jpg",NA,504.5255,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,123.2234,259.5381,342.4617,NA,696.046,"V330917","L0586","C"
682,"V330917_L586_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,104.9571,0,0,0,0,0,5,63.6396,0,NA,NA,0,NA,NA,NA,138.2932,695.6896,"V330917","L0586","P"
683,"V330918_L587_1_P.jpg",NA,509.3842,0,NA,0,0,NA,0,1,116.619,0,0,0,0,13,6,216.5179,2,342.8352,NA,0,628,394.9278,433.202,NA,664.012,"V330918","L0587","P"
684,"V330919_L588_1_P.jpg",4268.2549,551.5919,0,NA,0,1,246.7387,0,1,128.5613,0,9,7,16,11,7,111.5706,0,NA,NA,0,NA,363.296,415.7692,116.2755,679.4115,"V330919","L0588","P"
685,"V330920_L589_1_P.jpg",3101.81,485.6791,0,NA,0,0,NA,0,1,130.9733,0,0,0,14,11,4,189.3806,2,314.3565,295.9679,0,NA,NA,NA,NA,NA,"V330920","L0589","P"
686,"V330920_L589_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,541.0407,277.4311,345.013,123.3288,679.697,"V330920","L0589","P"
687,"V330921_L590_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,307.2621,0,NA,NA,NA,NA,665.9865,"V330921","L0590","C"
688,"V330921_L590_1_P.jpg",3748.3074,426.4657,1,265.9323,0,1,336.3807,0,1,158.2403,0,0,0,17,11,4,180.1777,2,343.1851,NA,0,411.1447,410.8138,357.2338,83.5225,654.0703,"V330921","L0590","P"
689,"V330922_L591_1_P.jpg",NA,685.4677,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,204.7828,624.0641,NA,NA,699.7142,"V330922","L0591","P"
690,"V330923_L592_1_C.jpg",NA,460.5019,0,NA,0,0,NA,0,1,117.0982,0,9,8,16,12,4,100.3195,0,NA,NA,0,203.9608,505.2841,425.3187,NA,676.757,"V330923","L0592","C"
691,"V330924_L593_2_C.jpg",NA,509.1892,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,208.2787,556.8779,373.3765,NA,676.1923,"V330924","L0593","C"
692,"V330924_L593_2_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,5,140.3567,0,NA,NA,0,NA,NA,NA,146.8605,678.1622,"V330924","L0593","P"
693,"V330925_L594_1_C.jpg",3033.5736,406.0544,0,NA,0,0,NA,0,1,89.4986,0,0,0,17,14,4,147.0306,0,NA,NA,0,114.9826,315.0571,288.7802,124.7798,691.5634,"V330925","L0594","C"
694,"V330926_L595_1_P.jpg",NA,356.543,1,138.0326,0,1,NA,0,1,104.7855,0,7,8,16,12,6,152.4106,2,302.1672,NA,0,503.16,417.9055,336.4818,NA,669.1681,"V330926","L0595","P"
695,"V330927_L596_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,112.0089,420.867,NA,76.4853,689.5172,"V330927","L0596","P"
696,"V330928_L597_1_C.jpg",NA,628.8875,0,NA,0,1,336.2142,0,1,99.0353,0,0,0,0,0,7,121.6553,2,472.4235,NA,0,751.0313,699.497,462.2034,194.1958,676.6742,"V330928","L0597","C"
697,"V330929_L598_1_P.jpg",3484.0451,505.2533,1,150.2698,0,1,284.684,0,1,122.5602,0,10,8,17,0,6,92.4175,2,NA,NA,0,674.5799,544.0018,343.2084,149.94,691.4919,"V330929","L0598","P"
698,"V330930_L599_1_P.jpg",3456.0469,412.6266,0,NA,0,0,NA,0,1,130.2498,0,0,0,0,0,4,93.1933,0,NA,NA,0,116.8461,477.0094,452.6422,104.4844,726.3966,"V330930","L0599","P"
699,"V330931_L600_2_P.jpg",4743.887,605.1901,0,NA,0,1,277.2724,0,1,171.8139,0,8,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"V330931","L0600","P"
700,"V330931_L600_2_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,6,148.4857,0,NA,NA,0,145.9863,364.9658,342.415,NA,732.0109,"V330931","L0600","P"
701,"V330932_L601_1_C.jpg",NA,295.9372,0,NA,0,1,252.6025,0,1,103.3228,0,0,0,0,0,5,88.3629,0,NA,NA,0,133.6598,294.8836,298.7769,58.4845,694.0536,"V330932","L0601","C"
702,"V330933_L602_1_P.jpg",3262.37,363.952,0,NA,0,1,268.1268,0,1,127.6323,0,0,0,0,0,4,158.3193,2,NA,NA,0,605.4428,NA,359.4621,111.3643,681.6011,"V330933","L0602","P"
703,"V330934_L603_1_C.jpg",NA,NA,0,NA,0,0,NA,0,1,93.3716,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,691.2891,"V330934","L0603","C"
704,"V330934_L603_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,80.4487,0,0,0,0,0,6,84.214,2,227.2708,214.4575,0,398.221,216.2314,297.1128,86.093,700.2314,"V330934","L0603","P"
705,"V330935_L604_1_P.jpg",NA,444.6975,0,NA,0,1,228.4929,0,1,73.0548,0,0,0,0,0,5,142.6184,0,NA,NA,0,139.9428,398.5599,323.5135,114.3547,667.9498,"V330935","L0604","P"
706,"V330936_L605_1_P.jpg",NA,462.9361,0,NA,0,0,NA,0,1,121.3796,0,0,0,0,0,0,NA,0,NA,NA,0,149.459,313.9554,394.8164,NA,706.2691,"V330936","L0605","P"
707,"V330937_L606_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,2,345.323,NA,0,506.4227,NA,NA,NA,680.7525,"V330937","L0606","C"
708,"V330937_L606_1_P.jpg",NA,3155.7063,0,NA,0,0,NA,0,0,NA,0,7,5,0,0,5,157.6642,0,NA,NA,0,NA,377.4043,333.054,95.3415,715.1398,"V330937","L0606","P"
709,"V330938_L607_1_P.jpg",NA,607.1664,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,711.057,"V330938","L0607","P"
710,"V330939_L608_1_C.jpg",NA,375.9919,1,107.6476,0,0,NA,1,1,97.2008,0,0,0,0,0,0,NA,0,NA,NA,0,142.6184,353.8361,NA,NA,NA,"V330939","L0608","C"
711,"V330939_L608_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,102.45,728.4641,"V330939","L0608","C"
712,"V330939_L608_1_P.jpg",NA,397.1175,0,NA,0,1,NA,0,1,110.4536,0,0,0,0,0,0,NA,0,NA,NA,0,134.5362,401.1384,266.6608,NA,721.077,"V330939","L0608","P"
713,"V330940_L609_1_P.jpg",NA,436.1344,0,NA,0,0,NA,1,1,108.9036,0,0,0,16,0,5,121.4907,2,222.8004,NA,0,519.8846,NA,NA,NA,712.2808,"V330940","L0609","P"
714,"V330941_L610_1_C.jpg",NA,NA,0,NA,0,1,240.1874,0,1,144.7791,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,701.7948,"V330941","L0610","C"
715,"V330941_L610_1_P.jpg",4370.8214,523.7417,0,NA,0,1,282.3048,0,1,161.2452,0,0,0,16,0,4,207.1521,0,NA,NA,0,265.149,578.3425,437.9224,191.2067,731.1142,"V330941","L0610","P"
716,"V330942_L611_1_C.jpg",NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,726.8232,"V330942","L0611","C"
717,"V330942_L611_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,180.4993,451.9558,394.6454,117.9576,747.265,"V330942","L0611","P"
718,"V330943_L612_2_P.jpg",3300.9792,434.0203,0,NA,0,0,NA,0,1,132.9662,0,0,0,15,0,6,82.365,0,NA,NA,0,107.7033,492.2763,390.8759,136.7041,1112.7551,"V330943","L0612","P"
719,"V330944_L613_1_C.jpg",NA,618.8115,0,NA,0,0,NA,0,1,130.2498,0,0,0,0,0,5,146.5094,0,NA,NA,0,NA,NA,NA,NA,732.1475,"V330944","L0613","C"
720,"V330944_L613_1_P.jpg",NA,594.3344,0,NA,0,0,NA,0,1,153.1535,0,0,0,0,0,6,193.3287,0,NA,NA,0,NA,NA,588.5576,237.8571,690.5071,"V330944","L0613","P"
721,"V330945_L614_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,680.1323,NA,155.0484,725.6721,"V330945","L0614","C"
722,"V330945_L614_1_P.jpg",NA,NA,0,NA,0,1,248.5156,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,168.3449,NA,NA,NA,NA,"V330945","L0614","P"
723,"V330945_L614_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,698.4125,459.0643,87.7268,710.8136,"V330945","L0614","P"
724,"V330946_L615_1_C.jpg",NA,NA,1,198.0707,0,1,121.0785,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,731.7732,"V330946","L0615","C"
725,"V330946_L615_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,99.7246,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,712.6184,"V330946","L0615","P"
726,"V330947_L616_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,131.727,721.0555,"V330947","L0616","C"
727,"V330947_L616_1_P.jpg",NA,502.9062,0,NA,0,1,112.0089,0,1,NA,0,0,0,0,0,0,NA,0,NA,NA,0,186.0242,518.167,NA,NA,707.7584,"V330947","L0616","P"
728,"V330948_L617_1_C.jpg",NA,366.8546,0,NA,0,0,NA,0,1,93.3809,0,0,8,17,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,724.4998,"V330948","L0617","C"
729,"V330949_L618_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,104.7855,0,0,0,0,0,0,NA,0,NA,NA,0,94.1488,NA,NA,NA,729.8548,"V330949","L0618","C"
730,"V330949_L618_1_P.jpg",1946.2996,238.6981,0,NA,0,0,NA,0,1,87.6185,0,7,7,17,12,6,77.1298,0,NA,NA,0,84.9058,271.0646,229.9848,90.05,711.0696,"V330949","L0618","P"
731,"V330950_L619_1_P.jpg",NA,NA,0,NA,0,1,240.8423,0,1,NA,0,0,0,0,0,0,NA,2,317.164,NA,0,610.6235,366.786,383.308,136.6236,705.1596,"V330950","L0619","P"
732,"V330951_L620_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,676.6742,NA,NA,711.4717,"V330951","L0620","C"
733,"V330952_L621_1_P.jpg",3133.9881,393.7157,1,65.2993,0,1,NA,0,1,102.9563,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"V330952","L0621","P"
734,"V330952_L621_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,17,12,5,102.1763,0,NA,NA,0,107.5174,NA,NA,NA,726.815,"V330952","L0621","P"
735,"V330953_L622_1_P.jpg",NA,618.5264,0,NA,1,1,336.3807,0,1,146.697,0,7,8,0,0,5,124.0645,2,372.3439,NA,0,750.3173,576.5137,484.0661,NA,706.4729,"V330953","L0622","P"
736,"V330954_L623_1_C.jpg",NA,NA,0,NA,0,0,NA,0,1,122.4132,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,726.3966,"V330954","L0623","C"
737,"V330954_L623_1_P.jpg",3093.252,421.7636,0,NA,0,0,NA,0,1,131.2098,0,7,8,0,0,0,NA,0,NA,NA,0,186.7619,441.905,389.1735,164.9242,709.129,"V330954","L0623","P"
738,"V330955_L624_1_P.jpg",3723.4986,504.9702,0,NA,0,0,NA,0,1,104.3072,0,0,0,0,0,0,NA,0,NA,NA,0,291.671,503.2057,469.553,148.6472,713.8627,"V330955","L0624","P"
739,"V330956_L627_1_P.jpg",NA,533.7337,0,NA,0,1,376.1914,0,1,181.3725,0,6,9,0,0,5,88.5438,0,NA,NA,0,416.9412,361.7734,441.3797,NA,712.4044,"V330956","L0627","P"
740,"V330957_L628_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,63.5295,704.0256,"V330957","L0628","C"
741,"V330957_L628_1_P.jpg",NA,215.5117,0,NA,0,0,NA,0,1,65.7875,0,0,0,0,0,5,46.1736,0,NA,NA,0,NA,NA,NA,NA,712.1798,"V330957","L0628","P"
742,"V330959_L630_1_C.jpg",NA,NA,0,NA,0,0,NA,0,1,149.3452,0,0,0,0,0,0,NA,0,NA,364.022,0,NA,NA,NA,NA,704.284,"V330959","L0630","C"
743,"V330959_L630_1_P.jpg",5582.0577,667.0367,0,NA,1,1,NA,0,1,NA,0,0,0,0,0,0,NA,2,417.8516,NA,0,836.6505,912.9666,643.68,217.4121,706.7022,"V330959","L0630","P"
744,"V330960_L631_2_P.jpg",3446.577,520.1577,1,251.4458,0,1,350.4868,0,1,130.6981,0,0,0,16,11,6,201.8044,2,316.6386,NA,0,529.9141,488.7883,438.5031,115.8016,699.3154,"V330960","L0631","P"
745,"V330961_L632_1_C.jpg",NA,NA,0,NA,0,1,185.7848,0,0,NA,0,0,0,17,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,712.0253,"V330961","L0632","C"
746,"V330961_L632_1_P.jpg",NA,313.9557,0,NA,0,1,163.7681,0,1,89.1964,0,0,12,0,0,0,NA,0,NA,NA,0,310.7571,315.913,290.4892,96.7471,724.0511,"V330961","L0632","P"
747,"V330962_L633_1_P.jpg",NA,NA,0,NA,1,1,NA,0,1,112.0714,0,0,0,0,0,0,NA,2,292.2465,NA,0,NA,NA,NA,121.062,730.4683,"V330962","L0633","P"
748,"V330963_L634_1_P.jpg",3148.4854,405.2967,0,NA,0,0,NA,0,1,134.4024,0,0,0,16,0,4,153.3101,0,NA,NA,0,108.2959,458.9553,338.3253,137.4627,686.9876,"V330963","L0634","P"
749,"V330964_L635_1_C.jpg",NA,400.0076,0,NA,0,0,NA,0,1,100.5783,0,0,0,0,0,5,173.9224,2,NA,NA,0,NA,NA,NA,NA,717.3075,"V330964","L0635","C"
750,"V330964_L635_1_P.jpg",3116.0124,377.1958,0,NA,0,0,NA,0,1,129.5569,0,7,7,16,13,5,181.2457,2,NA,NA,0,NA,NA,NA,NA,NA,"V330964","L0635","P"
751,"V330964_L635_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,232.1659,252.1607,0,NA,NA,NA,NA,NA,"V330964","L0635","P"
752,"V330964_L635_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,495.2545,455.773,371.8306,128.2653,701.2624,"V330964","L0635","P"
753,"V330965_L636_1_P.jpg",4665.2983,599.2338,1,152.8398,0,1,334.2813,0,1,164.9242,0,8,8,16,11,5,227.0154,2,418.7792,357.8156,0,842.4441,537.5649,676.7452,170.8801,706.2804,"V330965","L0636","P"
754,"V330966_L637_1_C.jpg",NA,NA,0,NA,0,1,NA,0,1,NA,0,0,0,0,0,0,NA,0,NA,NA,0,94.2019,551.5841,386.6626,NA,716.2716,"V330966","L0637","C"
755,"V330968_L639A_1_C.jpg",3988.2247,533.1168,0,NA,0,0,NA,0,1,162.0864,0,8,7,18,0,5,76,0,NA,NA,0,186.7619,560.357,NA,NA,713.6161,"V330968","L0639A","C"
756,"V330968_L639B_1_P.jpg",5030.4785,618.64,0,NA,0,1,233.6835,0,1,134.4619,0,9,7,16,11,4,144.2221,0,NA,NA,0,204,648.6047,NA,120.0666,727.5713,"V330968","L0639B","P"
757,"V330969_L640_1_P.jpg",NA,382.7734,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,718.2291,"V330969","L0640","P"
758,"V330970_L641_1_P.jpg",3744.0167,486.8254,0,NA,0,1,246.0894,0,1,147.0782,0,0,0,0,0,0,NA,2,318.8228,NA,0,478.8319,NA,406.6842,93.2952,716.4021,"V330970","L0641","P"
759,"V330971_L643A_1_P.jpg",NA,468.394,0,NA,0,0,NA,0,1,148.9765,0,8,6,15,10,4,126.0357,2,319.2006,NA,0,630.0357,465.0387,563.6488,115.8016,708.3114,"V330971","L0643A","P"
760,"V330971_L643B_1_C.jpg",3112.7915,490.4019,0,NA,0,0,NA,0,1,102.45,0,0,0,0,0,4,177.1327,0,NA,NA,0,520.4613,NA,377.4652,105.603,695.402,"V330971","L0643B","C"
761,"V330972_L644_1_C.jpg",NA,400.3276,0,NA,0,1,256.0312,0,1,94.8262,0,0,0,0,0,5,142.0422,0,NA,NA,0,NA,NA,NA,NA,701.3815,"V330972","L0644","C"
762,"V330973_L645_1_P.jpg",NA,512.8578,1,227.684,0,1,328.9012,0,1,150.3596,0,0,0,17,13,5,173.6663,2,NA,403.227,0,741.7277,405.0876,356.6287,109.252,712.0112,"V330973","L0645","P"
763,"V330975_L647_1_P.jpg",3373.3918,390.6833,0,NA,0,1,175.391,0,1,112.9292,0,0,0,0,0,5,156.1153,0,NA,NA,0,NA,NA,NA,NA,NA,"V330975","L0647","P"
764,"V330975_L647_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,432.4685,321.014,116.4989,729.617,"V330975","L0647","P"
765,"V330977_L649_1_P.jpg",NA,746.8258,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,330.1909,NA,NA,NA,708.6671,"V330977","L0649","P"
766,"V330978_L650_1_P.jpg",3215.8532,414.972,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,2,170.0823,0,NA,NA,0,130.292,NA,316.8091,125.6025,723.7679,"V330978","L0650","P"
767,"V330979_L651_1_P.jpg",NA,NA,0,NA,0,1,133.2216,0,1,NA,0,0,0,0,0,0,NA,0,NA,NA,0,215.4159,456.2072,NA,NA,717.0251,"V330979","L0651","P"
768,"V330981_L653_1_P.jpg",NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,2,342.2105,432.0104,1,439.2414,NA,NA,141.3825,707.4468,"V330981","L0653","P"
769,"V330982_L654_1_P.jpg",4794.6458,649.3249,1,239.7186,0,1,355.0282,0,1,140.5845,0,8,8,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"V330982","L0654","P"
770,"V330982_L654_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,16,10,6,192.0937,2,434.4099,435.1655,0,841.0493,405.2222,573.1256,254.4347,709.3716,"V330982","L0654","P"
771,"V330983_L655_1_P.jpg",NA,429.6014,1,184.2281,0,1,276.1159,0,1,115.9483,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,700.4456,"V330983","L0655","P"
772,"V330984_L656B_1_P.jpg",2854.1465,NA,0,NA,0,1,179.4241,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"V330984","L0656B","P"
773,"V330984_L656B_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,713.3253,"V330984","L0656B","P"
774,"V330985_L657_1_P.jpg",NA,543.9979,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,6,102.0441,0,NA,NA,0,306.4702,556.7567,362.4045,216.7487,714.4347,"V330985","L0657","P"
775,"V330986_L658_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,118.7266,703.7272,"V330986","L0658","C"
776,"V330986_L658_1_P.jpg",4189.3675,530.626,1,131.2098,0,1,301.8874,0,1,115.1694,0,0,0,0,0,4,161.2452,2,392.3264,NA,0,618.9669,547.7518,418.1866,NA,703.7386,"V330986","L0658","P"
777,"V330988_L660_1_P.jpg",NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,468.615,NA,NA,"V330988","L0660","P"
778,"V330988_L660_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,521.9052,NA,NA,721.804,"V330988","L0660","P"
779,"V330989_L661_1_P.jpg",3160.7944,NA,0,NA,0,1,185.5398,0,1,76.896,0,0,0,0,0,4,129.5222,0,NA,NA,0,177.7104,383.2727,333.0135,88.6397,711.6326,"V330989","L0661","P"
